Content,Area,MajorPollutant,AQI,ForecastDate,MinorPollutant,MinorPollutantAQI,PublishTime
"1.依今(04)日09時監測結果，雲嘉南及高屏空品區為「橘色提醒(對敏感族群不健康)」等級，北部、竹苗、中部空品區、澎湖、馬祖及金門為「普通」等級，宜蘭及花東空品區為「良好」等級。全國77站中「紅色警示(對所有族群不健康)」0站，「橘色提醒」17站，「普通」31站，「良好」29站，「設備維護」0站。\r2.依氣象局5月4日09時資料：4日東北季風減弱影響，中南部地區風速較弱，擴散條件不佳，加上午後臭氧濃度增加，易有污染物累積，中部、雲嘉南及高屏空品區為「橘色提醒」等級；北部、竹苗、馬祖、金門、澎湖空品區為「普通」等級；宜蘭、花東空品區為「良好」等級。\r3.5日逐漸轉為高壓迴流，各地大多為多雲到晴，東半部有局部短暫陣雨。臺灣西半部風速較弱、擴散條件不佳，易有污染物累積，北部、竹苗、中部、雲嘉南及高屏空品區為「橘色提醒」等級；宜蘭以及花東空品區為「良好」等級。\r4.6日各地為多雲到晴，東半部局部短暫陣雨。由於風場漸轉為偏南風，北部位於下風處，中部以北擴散條件不佳，易有污染物累積，雲嘉南以南由於風速較強，容易有地表揚塵作用，北部、竹苗、中部、雲嘉南為「橘色提醒」等級；高屏空品區為「普通」等級，局部地區可能達「橘色提醒」等級；宜蘭以及花東空品區為「良好」等級。",澎湖,細懸浮微粒,80,2018-05-04,,,2018-05-04 10:30
"1.依今(04)日09時監測結果，雲嘉南及高屏空品區為「橘色提醒(對敏感族群不健康)」等級，北部、竹苗、中部空品區、澎湖、馬祖及金門為「普通」等級，宜蘭及花東空品區為「良好」等級。全國77站中「紅色警示(對所有族群不健康)」0站，「橘色提醒」17站，「普通」31站，「良好」29站，「設備維護」0站。\r2.依氣象局5月4日09時資料：4日東北季風減弱影響，中南部地區風速較弱，擴散條件不佳，加上午後臭氧濃度增加，易有污染物累積，中部、雲嘉南及高屏空品區為「橘色提醒」等級；北部、竹苗、馬祖、金門、澎湖空品區為「普通」等級；宜蘭、花東空品區為「良好」等級。\r3.5日逐漸轉為高壓迴流，各地大多為多雲到晴，東半部有局部短暫陣雨。臺灣西半部風速較弱、擴散條件不佳，易有污染物累積，北部、竹苗、中部、雲嘉南及高屏空品區為「橘色提醒」等級；宜蘭以及花東空品區為「良好」等級。\r4.6日各地為多雲到晴，東半部局部短暫陣雨。由於風場漸轉為偏南風，北部位於下風處，中部以北擴散條件不佳，易有污染物累積，雲嘉南以南由於風速較強，容易有地表揚塵作用，北部、竹苗、中部、雲嘉南為「橘色提醒」等級；高屏空品區為「普通」等級，局部地區可能達「橘色提醒」等級；宜蘭以及花東空品區為「良好」等級。",金門,細懸浮微粒,100,2018-05-04,,,2018-05-04 10:30
"1.依今(04)日09時監測結果，雲嘉南及高屏空品區為「橘色提醒(對敏感族群不健康)」等級，北部、竹苗、中部空品區、澎湖、馬祖及金門為「普通」等級，宜蘭及花東空品區為「良好」等級。全國77站中「紅色警示(對所有族群不健康)」0站，「橘色提醒」17站，「普通」31站，「良好」29站，「設備維護」0站。\r2.依氣象局5月4日09時資料：4日東北季風減弱影響，中南部地區風速較弱，擴散條件不佳，加上午後臭氧濃度增加，易有污染物累積，中部、雲嘉南及高屏空品區為「橘色提醒」等級；北部、竹苗、馬祖、金門、澎湖空品區為「普通」等級；宜蘭、花東空品區為「良好」等級。\r3.5日逐漸轉為高壓迴流，各地大多為多雲到晴，東半部有局部短暫陣雨。臺灣西半部風速較弱、擴散條件不佳，易有污染物累積，北部、竹苗、中部、雲嘉南及高屏空品區為「橘色提醒」等級；宜蘭以及花東空品區為「良好」等級。\r4.6日各地為多雲到晴，東半部局部短暫陣雨。由於風場漸轉為偏南風，北部位於下風處，中部以北擴散條件不佳，易有污染物累積，雲嘉南以南由於風速較強，容易有地表揚塵作用，北部、竹苗、中部、雲嘉南為「橘色提醒」等級；高屏空品區為「普通」等級，局部地區可能達「橘色提醒」等級；宜蘭以及花東空品區為「良好」等級。",馬祖,細懸浮微粒,100,2018-05-04,,,2018-05-04 10:30
"1.依今(04)日09時監測結果，雲嘉南及高屏空品區為「橘色提醒(對敏感族群不健康)」等級，北部、竹苗、中部空品區、澎湖、馬祖及金門為「普通」等級，宜蘭及花東空品區為「良好」等級。全國77站中「紅色警示(對所有族群不健康)」0站，「橘色提醒」17站，「普通」31站，「良好」29站，「設備維護」0站。\r2.依氣象局5月4日09時資料：4日東北季風減弱影響，中南部地區風速較弱，擴散條件不佳，加上午後臭氧濃度增加，易有污染物累積，中部、雲嘉南及高屏空品區為「橘色提醒」等級；北部、竹苗、馬祖、金門、澎湖空品區為「普通」等級；宜蘭、花東空品區為「良好」等級。\r3.5日逐漸轉為高壓迴流，各地大多為多雲到晴，東半部有局部短暫陣雨。臺灣西半部風速較弱、擴散條件不佳，易有污染物累積，北部、竹苗、中部、雲嘉南及高屏空品區為「橘色提醒」等級；宜蘭以及花東空品區為「良好」等級。\r4.6日各地為多雲到晴，東半部局部短暫陣雨。由於風場漸轉為偏南風，北部位於下風處，中部以北擴散條件不佳，易有污染物累積，雲嘉南以南由於風速較強，容易有地表揚塵作用，北部、竹苗、中部、雲嘉南為「橘色提醒」等級；高屏空品區為「普通」等級，局部地區可能達「橘色提醒」等級；宜蘭以及花東空品區為「良好」等級。",花東,,50,2018-05-06,,,2018-05-04 10:30
"1.依今(04)日09時監測結果，雲嘉南及高屏空品區為「橘色提醒(對敏感族群不健康)」等級，北部、竹苗、中部空品區、澎湖、馬祖及金門為「普通」等級，宜蘭及花東空品區為「良好」等級。全國77站中「紅色警示(對所有族群不健康)」0站，「橘色提醒」17站，「普通」31站，「良好」29站，「設備維護」0站。\r2.依氣象局5月4日09時資料：4日東北季風減弱影響，中南部地區風速較弱，擴散條件不佳，加上午後臭氧濃度增加，易有污染物累積，中部、雲嘉南及高屏空品區為「橘色提醒」等級；北部、竹苗、馬祖、金門、澎湖空品區為「普通」等級；宜蘭、花東空品區為「良好」等級。\r3.5日逐漸轉為高壓迴流，各地大多為多雲到晴，東半部有局部短暫陣雨。臺灣西半部風速較弱、擴散條件不佳，易有污染物累積，北部、竹苗、中部、雲嘉南及高屏空品區為「橘色提醒」等級；宜蘭以及花東空品區為「良好」等級。\r4.6日各地為多雲到晴，東半部局部短暫陣雨。由於風場漸轉為偏南風，北部位於下風處，中部以北擴散條件不佳，易有污染物累積，雲嘉南以南由於風速較強，容易有地表揚塵作用，北部、竹苗、中部、雲嘉南為「橘色提醒」等級；高屏空品區為「普通」等級，局部地區可能達「橘色提醒」等級；宜蘭以及花東空品區為「良好」等級。",花東,,50,2018-05-05,,,2018-05-04 10:30
"1.依今(04)日09時監測結果，雲嘉南及高屏空品區為「橘色提醒(對敏感族群不健康)」等級，北部、竹苗、中部空品區、澎湖、馬祖及金門為「普通」等級，宜蘭及花東空品區為「良好」等級。全國77站中「紅色警示(對所有族群不健康)」0站，「橘色提醒」17站，「普通」31站，「良好」29站，「設備維護」0站。\r2.依氣象局5月4日09時資料：4日東北季風減弱影響，中南部地區風速較弱，擴散條件不佳，加上午後臭氧濃度增加，易有污染物累積，中部、雲嘉南及高屏空品區為「橘色提醒」等級；北部、竹苗、馬祖、金門、澎湖空品區為「普通」等級；宜蘭、花東空品區為「良好」等級。\r3.5日逐漸轉為高壓迴流，各地大多為多雲到晴，東半部有局部短暫陣雨。臺灣西半部風速較弱、擴散條件不佳，易有污染物累積，北部、竹苗、中部、雲嘉南及高屏空品區為「橘色提醒」等級；宜蘭以及花東空品區為「良好」等級。\r4.6日各地為多雲到晴，東半部局部短暫陣雨。由於風場漸轉為偏南風，北部位於下風處，中部以北擴散條件不佳，易有污染物累積，雲嘉南以南由於風速較強，容易有地表揚塵作用，北部、竹苗、中部、雲嘉南為「橘色提醒」等級；高屏空品區為「普通」等級，局部地區可能達「橘色提醒」等級；宜蘭以及花東空品區為「良好」等級。",花東,,50,2018-05-04,,,2018-05-04 10:30
"1.依今(04)日09時監測結果，雲嘉南及高屏空品區為「橘色提醒(對敏感族群不健康)」等級，北部、竹苗、中部空品區、澎湖、馬祖及金門為「普通」等級，宜蘭及花東空品區為「良好」等級。全國77站中「紅色警示(對所有族群不健康)」0站，「橘色提醒」17站，「普通」31站，「良好」29站，「設備維護」0站。\r2.依氣象局5月4日09時資料：4日東北季風減弱影響，中南部地區風速較弱，擴散條件不佳，加上午後臭氧濃度增加，易有污染物累積，中部、雲嘉南及高屏空品區為「橘色提醒」等級；北部、竹苗、馬祖、金門、澎湖空品區為「普通」等級；宜蘭、花東空品區為「良好」等級。\r3.5日逐漸轉為高壓迴流，各地大多為多雲到晴，東半部有局部短暫陣雨。臺灣西半部風速較弱、擴散條件不佳，易有污染物累積，北部、竹苗、中部、雲嘉南及高屏空品區為「橘色提醒」等級；宜蘭以及花東空品區為「良好」等級。\r4.6日各地為多雲到晴，東半部局部短暫陣雨。由於風場漸轉為偏南風，北部位於下風處，中部以北擴散條件不佳，易有污染物累積，雲嘉南以南由於風速較強，容易有地表揚塵作用，北部、竹苗、中部、雲嘉南為「橘色提醒」等級；高屏空品區為「普通」等級，局部地區可能達「橘色提醒」等級；宜蘭以及花東空品區為「良好」等級。",宜蘭,,50,2018-05-06,,,2018-05-04 10:30
"1.依今(04)日09時監測結果，雲嘉南及高屏空品區為「橘色提醒(對敏感族群不健康)」等級，北部、竹苗、中部空品區、澎湖、馬祖及金門為「普通」等級，宜蘭及花東空品區為「良好」等級。全國77站中「紅色警示(對所有族群不健康)」0站，「橘色提醒」17站，「普通」31站，「良好」29站，「設備維護」0站。\r2.依氣象局5月4日09時資料：4日東北季風減弱影響，中南部地區風速較弱，擴散條件不佳，加上午後臭氧濃度增加，易有污染物累積，中部、雲嘉南及高屏空品區為「橘色提醒」等級；北部、竹苗、馬祖、金門、澎湖空品區為「普通」等級；宜蘭、花東空品區為「良好」等級。\r3.5日逐漸轉為高壓迴流，各地大多為多雲到晴，東半部有局部短暫陣雨。臺灣西半部風速較弱、擴散條件不佳，易有污染物累積，北部、竹苗、中部、雲嘉南及高屏空品區為「橘色提醒」等級；宜蘭以及花東空品區為「良好」等級。\r4.6日各地為多雲到晴，東半部局部短暫陣雨。由於風場漸轉為偏南風，北部位於下風處，中部以北擴散條件不佳，易有污染物累積，雲嘉南以南由於風速較強，容易有地表揚塵作用，北部、竹苗、中部、雲嘉南為「橘色提醒」等級；高屏空品區為「普通」等級，局部地區可能達「橘色提醒」等級；宜蘭以及花東空品區為「良好」等級。",宜蘭,,50,2018-05-05,,,2018-05-04 10:30
"1.依今(04)日09時監測結果，雲嘉南及高屏空品區為「橘色提醒(對敏感族群不健康)」等級，北部、竹苗、中部空品區、澎湖、馬祖及金門為「普通」等級，宜蘭及花東空品區為「良好」等級。全國77站中「紅色警示(對所有族群不健康)」0站，「橘色提醒」17站，「普通」31站，「良好」29站，「設備維護」0站。\r2.依氣象局5月4日09時資料：4日東北季風減弱影響，中南部地區風速較弱，擴散條件不佳，加上午後臭氧濃度增加，易有污染物累積，中部、雲嘉南及高屏空品區為「橘色提醒」等級；北部、竹苗、馬祖、金門、澎湖空品區為「普通」等級；宜蘭、花東空品區為「良好」等級。\r3.5日逐漸轉為高壓迴流，各地大多為多雲到晴，東半部有局部短暫陣雨。臺灣西半部風速較弱、擴散條件不佳，易有污染物累積，北部、竹苗、中部、雲嘉南及高屏空品區為「橘色提醒」等級；宜蘭以及花東空品區為「良好」等級。\r4.6日各地為多雲到晴，東半部局部短暫陣雨。由於風場漸轉為偏南風，北部位於下風處，中部以北擴散條件不佳，易有污染物累積，雲嘉南以南由於風速較強，容易有地表揚塵作用，北部、竹苗、中部、雲嘉南為「橘色提醒」等級；高屏空品區為「普通」等級，局部地區可能達「橘色提醒」等級；宜蘭以及花東空品區為「良好」等級。",宜蘭,,50,2018-05-04,,,2018-05-04 10:30
"1.依今(04)日09時監測結果，雲嘉南及高屏空品區為「橘色提醒(對敏感族群不健康)」等級，北部、竹苗、中部空品區、澎湖、馬祖及金門為「普通」等級，宜蘭及花東空品區為「良好」等級。全國77站中「紅色警示(對所有族群不健康)」0站，「橘色提醒」17站，「普通」31站，「良好」29站，「設備維護」0站。\r2.依氣象局5月4日09時資料：4日東北季風減弱影響，中南部地區風速較弱，擴散條件不佳，加上午後臭氧濃度增加，易有污染物累積，中部、雲嘉南及高屏空品區為「橘色提醒」等級；北部、竹苗、馬祖、金門、澎湖空品區為「普通」等級；宜蘭、花東空品區為「良好」等級。\r3.5日逐漸轉為高壓迴流，各地大多為多雲到晴，東半部有局部短暫陣雨。臺灣西半部風速較弱、擴散條件不佳，易有污染物累積，北部、竹苗、中部、雲嘉南及高屏空品區為「橘色提醒」等級；宜蘭以及花東空品區為「良好」等級。\r4.6日各地為多雲到晴，東半部局部短暫陣雨。由於風場漸轉為偏南風，北部位於下風處，中部以北擴散條件不佳，易有污染物累積，雲嘉南以南由於風速較強，容易有地表揚塵作用，北部、竹苗、中部、雲嘉南為「橘色提醒」等級；高屏空品區為「普通」等級，局部地區可能達「橘色提醒」等級；宜蘭以及花東空品區為「良好」等級。",高屏,臭氧八小時,100,2018-05-06,,,2018-05-04 10:30
