Content,Area,MajorPollutant,AQI,ForecastDate,MinorPollutant,MinorPollutantAQI,PublishTime
"1.今(22)日受東北季風增強影響，迎風面的北部及東半部地區有局部短暫雨，全台空氣品質逐漸轉好。依15時監測結果，北部、中部空品區及馬祖為「普通」等級，竹苗、宜蘭、花東空品區、澎湖及金門為「良好」等級。但雲嘉南因沿海風速增強，出現地表揚塵現象影響空氣品質。雲嘉南及高屏空品區為「橘色提醒(對敏感族群不健康)」等級。\r2.依氣象局22日16時資料：23日持續受東北季風影響，北部及東半部地區有局部短暫雨，苗栗以北空氣品質較好，北部、竹苗、宜蘭、花東空品區以及澎湖為「良好」等級；中部空品區以及馬祖、金門為「普通」等級；雲嘉南以南因沿海風速增強，局部地區將出現地表揚塵現象影響空氣品質，高屏空品區位於下風處，擴散條件稍差，雲嘉南及高屏空品區為「橘色提醒」等級。 \r3.24日東北季風減弱，北部、宜蘭及花東空品區有局部降雨，受降雨洗除作用空氣品質為「良好」等級；竹苗空品區為「普通」等級;中部以南位於下風處，污染物易累積，中部、雲嘉南、高屏空品區為「橘色提醒」等級。\r4.25日臺灣主要吹偏東風，北部、宜蘭及花東空品區位於迎風面，受降雨洗除作用空氣品質為「良好」等級；竹苗空品區為「普通」等級;中部以南位於背風面，風速偏弱污染物易累積，中部、雲嘉南、高屏空品區為「橘色提醒」等級。",澎湖,,50,2018-11-23,,,2018-11-22 16:30
"1.今(22)日受東北季風增強影響，迎風面的北部及東半部地區有局部短暫雨，全台空氣品質逐漸轉好。依15時監測結果，北部、中部空品區及馬祖為「普通」等級，竹苗、宜蘭、花東空品區、澎湖及金門為「良好」等級。但雲嘉南因沿海風速增強，出現地表揚塵現象影響空氣品質。雲嘉南及高屏空品區為「橘色提醒(對敏感族群不健康)」等級。\r2.依氣象局22日16時資料：23日持續受東北季風影響，北部及東半部地區有局部短暫雨，苗栗以北空氣品質較好，北部、竹苗、宜蘭、花東空品區以及澎湖為「良好」等級；中部空品區以及馬祖、金門為「普通」等級；雲嘉南以南因沿海風速增強，局部地區將出現地表揚塵現象影響空氣品質，高屏空品區位於下風處，擴散條件稍差，雲嘉南及高屏空品區為「橘色提醒」等級。 \r3.24日東北季風減弱，北部、宜蘭及花東空品區有局部降雨，受降雨洗除作用空氣品質為「良好」等級；竹苗空品區為「普通」等級;中部以南位於下風處，污染物易累積，中部、雲嘉南、高屏空品區為「橘色提醒」等級。\r4.25日臺灣主要吹偏東風，北部、宜蘭及花東空品區位於迎風面，受降雨洗除作用空氣品質為「良好」等級；竹苗空品區為「普通」等級;中部以南位於背風面，風速偏弱污染物易累積，中部、雲嘉南、高屏空品區為「橘色提醒」等級。",金門,細懸浮微粒,60,2018-11-23,,,2018-11-22 16:30
"1.今(22)日受東北季風增強影響，迎風面的北部及東半部地區有局部短暫雨，全台空氣品質逐漸轉好。依15時監測結果，北部、中部空品區及馬祖為「普通」等級，竹苗、宜蘭、花東空品區、澎湖及金門為「良好」等級。但雲嘉南因沿海風速增強，出現地表揚塵現象影響空氣品質。雲嘉南及高屏空品區為「橘色提醒(對敏感族群不健康)」等級。\r2.依氣象局22日16時資料：23日持續受東北季風影響，北部及東半部地區有局部短暫雨，苗栗以北空氣品質較好，北部、竹苗、宜蘭、花東空品區以及澎湖為「良好」等級；中部空品區以及馬祖、金門為「普通」等級；雲嘉南以南因沿海風速增強，局部地區將出現地表揚塵現象影響空氣品質，高屏空品區位於下風處，擴散條件稍差，雲嘉南及高屏空品區為「橘色提醒」等級。 \r3.24日東北季風減弱，北部、宜蘭及花東空品區有局部降雨，受降雨洗除作用空氣品質為「良好」等級；竹苗空品區為「普通」等級;中部以南位於下風處，污染物易累積，中部、雲嘉南、高屏空品區為「橘色提醒」等級。\r4.25日臺灣主要吹偏東風，北部、宜蘭及花東空品區位於迎風面，受降雨洗除作用空氣品質為「良好」等級；竹苗空品區為「普通」等級;中部以南位於背風面，風速偏弱污染物易累積，中部、雲嘉南、高屏空品區為「橘色提醒」等級。",馬祖,細懸浮微粒,70,2018-11-23,,,2018-11-22 16:30
"1.今(22)日受東北季風增強影響，迎風面的北部及東半部地區有局部短暫雨，全台空氣品質逐漸轉好。依15時監測結果，北部、中部空品區及馬祖為「普通」等級，竹苗、宜蘭、花東空品區、澎湖及金門為「良好」等級。但雲嘉南因沿海風速增強，出現地表揚塵現象影響空氣品質。雲嘉南及高屏空品區為「橘色提醒(對敏感族群不健康)」等級。\r2.依氣象局22日16時資料：23日持續受東北季風影響，北部及東半部地區有局部短暫雨，苗栗以北空氣品質較好，北部、竹苗、宜蘭、花東空品區以及澎湖為「良好」等級；中部空品區以及馬祖、金門為「普通」等級；雲嘉南以南因沿海風速增強，局部地區將出現地表揚塵現象影響空氣品質，高屏空品區位於下風處，擴散條件稍差，雲嘉南及高屏空品區為「橘色提醒」等級。 \r3.24日東北季風減弱，北部、宜蘭及花東空品區有局部降雨，受降雨洗除作用空氣品質為「良好」等級；竹苗空品區為「普通」等級;中部以南位於下風處，污染物易累積，中部、雲嘉南、高屏空品區為「橘色提醒」等級。\r4.25日臺灣主要吹偏東風，北部、宜蘭及花東空品區位於迎風面，受降雨洗除作用空氣品質為「良好」等級；竹苗空品區為「普通」等級;中部以南位於背風面，風速偏弱污染物易累積，中部、雲嘉南、高屏空品區為「橘色提醒」等級。",花東,,50,2018-11-25,,,2018-11-22 16:30
"1.今(22)日受東北季風增強影響，迎風面的北部及東半部地區有局部短暫雨，全台空氣品質逐漸轉好。依15時監測結果，北部、中部空品區及馬祖為「普通」等級，竹苗、宜蘭、花東空品區、澎湖及金門為「良好」等級。但雲嘉南因沿海風速增強，出現地表揚塵現象影響空氣品質。雲嘉南及高屏空品區為「橘色提醒(對敏感族群不健康)」等級。\r2.依氣象局22日16時資料：23日持續受東北季風影響，北部及東半部地區有局部短暫雨，苗栗以北空氣品質較好，北部、竹苗、宜蘭、花東空品區以及澎湖為「良好」等級；中部空品區以及馬祖、金門為「普通」等級；雲嘉南以南因沿海風速增強，局部地區將出現地表揚塵現象影響空氣品質，高屏空品區位於下風處，擴散條件稍差，雲嘉南及高屏空品區為「橘色提醒」等級。 \r3.24日東北季風減弱，北部、宜蘭及花東空品區有局部降雨，受降雨洗除作用空氣品質為「良好」等級；竹苗空品區為「普通」等級;中部以南位於下風處，污染物易累積，中部、雲嘉南、高屏空品區為「橘色提醒」等級。\r4.25日臺灣主要吹偏東風，北部、宜蘭及花東空品區位於迎風面，受降雨洗除作用空氣品質為「良好」等級；竹苗空品區為「普通」等級;中部以南位於背風面，風速偏弱污染物易累積，中部、雲嘉南、高屏空品區為「橘色提醒」等級。",花東,,50,2018-11-24,,,2018-11-22 16:30
"1.今(22)日受東北季風增強影響，迎風面的北部及東半部地區有局部短暫雨，全台空氣品質逐漸轉好。依15時監測結果，北部、中部空品區及馬祖為「普通」等級，竹苗、宜蘭、花東空品區、澎湖及金門為「良好」等級。但雲嘉南因沿海風速增強，出現地表揚塵現象影響空氣品質。雲嘉南及高屏空品區為「橘色提醒(對敏感族群不健康)」等級。\r2.依氣象局22日16時資料：23日持續受東北季風影響，北部及東半部地區有局部短暫雨，苗栗以北空氣品質較好，北部、竹苗、宜蘭、花東空品區以及澎湖為「良好」等級；中部空品區以及馬祖、金門為「普通」等級；雲嘉南以南因沿海風速增強，局部地區將出現地表揚塵現象影響空氣品質，高屏空品區位於下風處，擴散條件稍差，雲嘉南及高屏空品區為「橘色提醒」等級。 \r3.24日東北季風減弱，北部、宜蘭及花東空品區有局部降雨，受降雨洗除作用空氣品質為「良好」等級；竹苗空品區為「普通」等級;中部以南位於下風處，污染物易累積，中部、雲嘉南、高屏空品區為「橘色提醒」等級。\r4.25日臺灣主要吹偏東風，北部、宜蘭及花東空品區位於迎風面，受降雨洗除作用空氣品質為「良好」等級；竹苗空品區為「普通」等級;中部以南位於背風面，風速偏弱污染物易累積，中部、雲嘉南、高屏空品區為「橘色提醒」等級。",花東,,50,2018-11-23,,,2018-11-22 16:30
"1.今(22)日受東北季風增強影響，迎風面的北部及東半部地區有局部短暫雨，全台空氣品質逐漸轉好。依15時監測結果，北部、中部空品區及馬祖為「普通」等級，竹苗、宜蘭、花東空品區、澎湖及金門為「良好」等級。但雲嘉南因沿海風速增強，出現地表揚塵現象影響空氣品質。雲嘉南及高屏空品區為「橘色提醒(對敏感族群不健康)」等級。\r2.依氣象局22日16時資料：23日持續受東北季風影響，北部及東半部地區有局部短暫雨，苗栗以北空氣品質較好，北部、竹苗、宜蘭、花東空品區以及澎湖為「良好」等級；中部空品區以及馬祖、金門為「普通」等級；雲嘉南以南因沿海風速增強，局部地區將出現地表揚塵現象影響空氣品質，高屏空品區位於下風處，擴散條件稍差，雲嘉南及高屏空品區為「橘色提醒」等級。 \r3.24日東北季風減弱，北部、宜蘭及花東空品區有局部降雨，受降雨洗除作用空氣品質為「良好」等級；竹苗空品區為「普通」等級;中部以南位於下風處，污染物易累積，中部、雲嘉南、高屏空品區為「橘色提醒」等級。\r4.25日臺灣主要吹偏東風，北部、宜蘭及花東空品區位於迎風面，受降雨洗除作用空氣品質為「良好」等級；竹苗空品區為「普通」等級;中部以南位於背風面，風速偏弱污染物易累積，中部、雲嘉南、高屏空品區為「橘色提醒」等級。",宜蘭,,50,2018-11-25,,,2018-11-22 16:30
"1.今(22)日受東北季風增強影響，迎風面的北部及東半部地區有局部短暫雨，全台空氣品質逐漸轉好。依15時監測結果，北部、中部空品區及馬祖為「普通」等級，竹苗、宜蘭、花東空品區、澎湖及金門為「良好」等級。但雲嘉南因沿海風速增強，出現地表揚塵現象影響空氣品質。雲嘉南及高屏空品區為「橘色提醒(對敏感族群不健康)」等級。\r2.依氣象局22日16時資料：23日持續受東北季風影響，北部及東半部地區有局部短暫雨，苗栗以北空氣品質較好，北部、竹苗、宜蘭、花東空品區以及澎湖為「良好」等級；中部空品區以及馬祖、金門為「普通」等級；雲嘉南以南因沿海風速增強，局部地區將出現地表揚塵現象影響空氣品質，高屏空品區位於下風處，擴散條件稍差，雲嘉南及高屏空品區為「橘色提醒」等級。 \r3.24日東北季風減弱，北部、宜蘭及花東空品區有局部降雨，受降雨洗除作用空氣品質為「良好」等級；竹苗空品區為「普通」等級;中部以南位於下風處，污染物易累積，中部、雲嘉南、高屏空品區為「橘色提醒」等級。\r4.25日臺灣主要吹偏東風，北部、宜蘭及花東空品區位於迎風面，受降雨洗除作用空氣品質為「良好」等級；竹苗空品區為「普通」等級;中部以南位於背風面，風速偏弱污染物易累積，中部、雲嘉南、高屏空品區為「橘色提醒」等級。",宜蘭,,50,2018-11-24,,,2018-11-22 16:30
"1.今(22)日受東北季風增強影響，迎風面的北部及東半部地區有局部短暫雨，全台空氣品質逐漸轉好。依15時監測結果，北部、中部空品區及馬祖為「普通」等級，竹苗、宜蘭、花東空品區、澎湖及金門為「良好」等級。但雲嘉南因沿海風速增強，出現地表揚塵現象影響空氣品質。雲嘉南及高屏空品區為「橘色提醒(對敏感族群不健康)」等級。\r2.依氣象局22日16時資料：23日持續受東北季風影響，北部及東半部地區有局部短暫雨，苗栗以北空氣品質較好，北部、竹苗、宜蘭、花東空品區以及澎湖為「良好」等級；中部空品區以及馬祖、金門為「普通」等級；雲嘉南以南因沿海風速增強，局部地區將出現地表揚塵現象影響空氣品質，高屏空品區位於下風處，擴散條件稍差，雲嘉南及高屏空品區為「橘色提醒」等級。 \r3.24日東北季風減弱，北部、宜蘭及花東空品區有局部降雨，受降雨洗除作用空氣品質為「良好」等級；竹苗空品區為「普通」等級;中部以南位於下風處，污染物易累積，中部、雲嘉南、高屏空品區為「橘色提醒」等級。\r4.25日臺灣主要吹偏東風，北部、宜蘭及花東空品區位於迎風面，受降雨洗除作用空氣品質為「良好」等級；竹苗空品區為「普通」等級;中部以南位於背風面，風速偏弱污染物易累積，中部、雲嘉南、高屏空品區為「橘色提醒」等級。",宜蘭,,50,2018-11-23,,,2018-11-22 16:30
"1.今(22)日受東北季風增強影響，迎風面的北部及東半部地區有局部短暫雨，全台空氣品質逐漸轉好。依15時監測結果，北部、中部空品區及馬祖為「普通」等級，竹苗、宜蘭、花東空品區、澎湖及金門為「良好」等級。但雲嘉南因沿海風速增強，出現地表揚塵現象影響空氣品質。雲嘉南及高屏空品區為「橘色提醒(對敏感族群不健康)」等級。\r2.依氣象局22日16時資料：23日持續受東北季風影響，北部及東半部地區有局部短暫雨，苗栗以北空氣品質較好，北部、竹苗、宜蘭、花東空品區以及澎湖為「良好」等級；中部空品區以及馬祖、金門為「普通」等級；雲嘉南以南因沿海風速增強，局部地區將出現地表揚塵現象影響空氣品質，高屏空品區位於下風處，擴散條件稍差，雲嘉南及高屏空品區為「橘色提醒」等級。 \r3.24日東北季風減弱，北部、宜蘭及花東空品區有局部降雨，受降雨洗除作用空氣品質為「良好」等級；竹苗空品區為「普通」等級;中部以南位於下風處，污染物易累積，中部、雲嘉南、高屏空品區為「橘色提醒」等級。\r4.25日臺灣主要吹偏東風，北部、宜蘭及花東空品區位於迎風面，受降雨洗除作用空氣品質為「良好」等級；竹苗空品區為「普通」等級;中部以南位於背風面，風速偏弱污染物易累積，中部、雲嘉南、高屏空品區為「橘色提醒」等級。",高屏,細懸浮微粒,150,2018-11-25,,,2018-11-22 16:30
