Content,Area,MajorPollutant,AQI,ForecastDate,MinorPollutant,MinorPollutantAQI,PublishTime
"1.今(21)日受偏東風影響，西半部地區位於背風側，擴散條件稍差。依15時監測結果，雲嘉南及高屏空品區為「橘色提醒(對敏感族群不健康)」等級，北部、竹苗、中部空品區、澎湖、金門及馬祖為「普通」等級，宜蘭及花東空品區為「良好」等級。\r2.依氣象局21日16時資料：22日鋒面通過及東北季風增強影響，預計上午開始東北季風可能挾帶境外污染物影響空氣品質，因傳輸過程可能有降雨沖刷，北部、竹苗、宜蘭以及花東空品區為「普通」等級；雲嘉南以南因風速增強，局部地區將出現地表揚塵現象影響空氣品質，中部、雲嘉南及高屏空品區及馬祖、金門、澎湖為「橘色提醒」等級。\r3.23日持續受東北季風影響，中部以南位於下風處，污染物易累積，中部、雲嘉南及高屏空品區為「橘色提醒」等級；北部及竹苗空品區為「普通」等級;宜蘭以及花東空品區受降雨洗除作用為「良好」等級。\r4.24日持續受東北季風影響，中部以南位於下風處，污染物易累積，中部、雲嘉南及高屏空品區為「橘色提醒」等級；竹苗空品區為「普通」等級;北部、宜蘭及花東空品區受降雨洗除作用為「良好」等級。",澎湖,細懸浮微粒,110,2018-11-22,,,2018-11-21 16:30
"1.今(21)日受偏東風影響，西半部地區位於背風側，擴散條件稍差。依15時監測結果，雲嘉南及高屏空品區為「橘色提醒(對敏感族群不健康)」等級，北部、竹苗、中部空品區、澎湖、金門及馬祖為「普通」等級，宜蘭及花東空品區為「良好」等級。\r2.依氣象局21日16時資料：22日鋒面通過及東北季風增強影響，預計上午開始東北季風可能挾帶境外污染物影響空氣品質，因傳輸過程可能有降雨沖刷，北部、竹苗、宜蘭以及花東空品區為「普通」等級；雲嘉南以南因風速增強，局部地區將出現地表揚塵現象影響空氣品質，中部、雲嘉南及高屏空品區及馬祖、金門、澎湖為「橘色提醒」等級。\r3.23日持續受東北季風影響，中部以南位於下風處，污染物易累積，中部、雲嘉南及高屏空品區為「橘色提醒」等級；北部及竹苗空品區為「普通」等級;宜蘭以及花東空品區受降雨洗除作用為「良好」等級。\r4.24日持續受東北季風影響，中部以南位於下風處，污染物易累積，中部、雲嘉南及高屏空品區為「橘色提醒」等級；竹苗空品區為「普通」等級;北部、宜蘭及花東空品區受降雨洗除作用為「良好」等級。",金門,細懸浮微粒,110,2018-11-22,,,2018-11-21 16:30
"1.今(21)日受偏東風影響，西半部地區位於背風側，擴散條件稍差。依15時監測結果，雲嘉南及高屏空品區為「橘色提醒(對敏感族群不健康)」等級，北部、竹苗、中部空品區、澎湖、金門及馬祖為「普通」等級，宜蘭及花東空品區為「良好」等級。\r2.依氣象局21日16時資料：22日鋒面通過及東北季風增強影響，預計上午開始東北季風可能挾帶境外污染物影響空氣品質，因傳輸過程可能有降雨沖刷，北部、竹苗、宜蘭以及花東空品區為「普通」等級；雲嘉南以南因風速增強，局部地區將出現地表揚塵現象影響空氣品質，中部、雲嘉南及高屏空品區及馬祖、金門、澎湖為「橘色提醒」等級。\r3.23日持續受東北季風影響，中部以南位於下風處，污染物易累積，中部、雲嘉南及高屏空品區為「橘色提醒」等級；北部及竹苗空品區為「普通」等級;宜蘭以及花東空品區受降雨洗除作用為「良好」等級。\r4.24日持續受東北季風影響，中部以南位於下風處，污染物易累積，中部、雲嘉南及高屏空品區為「橘色提醒」等級；竹苗空品區為「普通」等級;北部、宜蘭及花東空品區受降雨洗除作用為「良好」等級。",馬祖,細懸浮微粒,105,2018-11-22,,,2018-11-21 16:30
"1.今(21)日受偏東風影響，西半部地區位於背風側，擴散條件稍差。依15時監測結果，雲嘉南及高屏空品區為「橘色提醒(對敏感族群不健康)」等級，北部、竹苗、中部空品區、澎湖、金門及馬祖為「普通」等級，宜蘭及花東空品區為「良好」等級。\r2.依氣象局21日16時資料：22日鋒面通過及東北季風增強影響，預計上午開始東北季風可能挾帶境外污染物影響空氣品質，因傳輸過程可能有降雨沖刷，北部、竹苗、宜蘭以及花東空品區為「普通」等級；雲嘉南以南因風速增強，局部地區將出現地表揚塵現象影響空氣品質，中部、雲嘉南及高屏空品區及馬祖、金門、澎湖為「橘色提醒」等級。\r3.23日持續受東北季風影響，中部以南位於下風處，污染物易累積，中部、雲嘉南及高屏空品區為「橘色提醒」等級；北部及竹苗空品區為「普通」等級;宜蘭以及花東空品區受降雨洗除作用為「良好」等級。\r4.24日持續受東北季風影響，中部以南位於下風處，污染物易累積，中部、雲嘉南及高屏空品區為「橘色提醒」等級；竹苗空品區為「普通」等級;北部、宜蘭及花東空品區受降雨洗除作用為「良好」等級。",花東,,35,2018-11-24,,,2018-11-21 16:30
"1.今(21)日受偏東風影響，西半部地區位於背風側，擴散條件稍差。依15時監測結果，雲嘉南及高屏空品區為「橘色提醒(對敏感族群不健康)」等級，北部、竹苗、中部空品區、澎湖、金門及馬祖為「普通」等級，宜蘭及花東空品區為「良好」等級。\r2.依氣象局21日16時資料：22日鋒面通過及東北季風增強影響，預計上午開始東北季風可能挾帶境外污染物影響空氣品質，因傳輸過程可能有降雨沖刷，北部、竹苗、宜蘭以及花東空品區為「普通」等級；雲嘉南以南因風速增強，局部地區將出現地表揚塵現象影響空氣品質，中部、雲嘉南及高屏空品區及馬祖、金門、澎湖為「橘色提醒」等級。\r3.23日持續受東北季風影響，中部以南位於下風處，污染物易累積，中部、雲嘉南及高屏空品區為「橘色提醒」等級；北部及竹苗空品區為「普通」等級;宜蘭以及花東空品區受降雨洗除作用為「良好」等級。\r4.24日持續受東北季風影響，中部以南位於下風處，污染物易累積，中部、雲嘉南及高屏空品區為「橘色提醒」等級；竹苗空品區為「普通」等級;北部、宜蘭及花東空品區受降雨洗除作用為「良好」等級。",花東,,50,2018-11-23,,,2018-11-21 16:30
"1.今(21)日受偏東風影響，西半部地區位於背風側，擴散條件稍差。依15時監測結果，雲嘉南及高屏空品區為「橘色提醒(對敏感族群不健康)」等級，北部、竹苗、中部空品區、澎湖、金門及馬祖為「普通」等級，宜蘭及花東空品區為「良好」等級。\r2.依氣象局21日16時資料：22日鋒面通過及東北季風增強影響，預計上午開始東北季風可能挾帶境外污染物影響空氣品質，因傳輸過程可能有降雨沖刷，北部、竹苗、宜蘭以及花東空品區為「普通」等級；雲嘉南以南因風速增強，局部地區將出現地表揚塵現象影響空氣品質，中部、雲嘉南及高屏空品區及馬祖、金門、澎湖為「橘色提醒」等級。\r3.23日持續受東北季風影響，中部以南位於下風處，污染物易累積，中部、雲嘉南及高屏空品區為「橘色提醒」等級；北部及竹苗空品區為「普通」等級;宜蘭以及花東空品區受降雨洗除作用為「良好」等級。\r4.24日持續受東北季風影響，中部以南位於下風處，污染物易累積，中部、雲嘉南及高屏空品區為「橘色提醒」等級；竹苗空品區為「普通」等級;北部、宜蘭及花東空品區受降雨洗除作用為「良好」等級。",花東,細懸浮微粒,60,2018-11-22,,,2018-11-21 16:30
"1.今(21)日受偏東風影響，西半部地區位於背風側，擴散條件稍差。依15時監測結果，雲嘉南及高屏空品區為「橘色提醒(對敏感族群不健康)」等級，北部、竹苗、中部空品區、澎湖、金門及馬祖為「普通」等級，宜蘭及花東空品區為「良好」等級。\r2.依氣象局21日16時資料：22日鋒面通過及東北季風增強影響，預計上午開始東北季風可能挾帶境外污染物影響空氣品質，因傳輸過程可能有降雨沖刷，北部、竹苗、宜蘭以及花東空品區為「普通」等級；雲嘉南以南因風速增強，局部地區將出現地表揚塵現象影響空氣品質，中部、雲嘉南及高屏空品區及馬祖、金門、澎湖為「橘色提醒」等級。\r3.23日持續受東北季風影響，中部以南位於下風處，污染物易累積，中部、雲嘉南及高屏空品區為「橘色提醒」等級；北部及竹苗空品區為「普通」等級;宜蘭以及花東空品區受降雨洗除作用為「良好」等級。\r4.24日持續受東北季風影響，中部以南位於下風處，污染物易累積，中部、雲嘉南及高屏空品區為「橘色提醒」等級；竹苗空品區為「普通」等級;北部、宜蘭及花東空品區受降雨洗除作用為「良好」等級。",宜蘭,,50,2018-11-24,,,2018-11-21 16:30
"1.今(21)日受偏東風影響，西半部地區位於背風側，擴散條件稍差。依15時監測結果，雲嘉南及高屏空品區為「橘色提醒(對敏感族群不健康)」等級，北部、竹苗、中部空品區、澎湖、金門及馬祖為「普通」等級，宜蘭及花東空品區為「良好」等級。\r2.依氣象局21日16時資料：22日鋒面通過及東北季風增強影響，預計上午開始東北季風可能挾帶境外污染物影響空氣品質，因傳輸過程可能有降雨沖刷，北部、竹苗、宜蘭以及花東空品區為「普通」等級；雲嘉南以南因風速增強，局部地區將出現地表揚塵現象影響空氣品質，中部、雲嘉南及高屏空品區及馬祖、金門、澎湖為「橘色提醒」等級。\r3.23日持續受東北季風影響，中部以南位於下風處，污染物易累積，中部、雲嘉南及高屏空品區為「橘色提醒」等級；北部及竹苗空品區為「普通」等級;宜蘭以及花東空品區受降雨洗除作用為「良好」等級。\r4.24日持續受東北季風影響，中部以南位於下風處，污染物易累積，中部、雲嘉南及高屏空品區為「橘色提醒」等級；竹苗空品區為「普通」等級;北部、宜蘭及花東空品區受降雨洗除作用為「良好」等級。",宜蘭,,50,2018-11-23,,,2018-11-21 16:30
"1.今(21)日受偏東風影響，西半部地區位於背風側，擴散條件稍差。依15時監測結果，雲嘉南及高屏空品區為「橘色提醒(對敏感族群不健康)」等級，北部、竹苗、中部空品區、澎湖、金門及馬祖為「普通」等級，宜蘭及花東空品區為「良好」等級。\r2.依氣象局21日16時資料：22日鋒面通過及東北季風增強影響，預計上午開始東北季風可能挾帶境外污染物影響空氣品質，因傳輸過程可能有降雨沖刷，北部、竹苗、宜蘭以及花東空品區為「普通」等級；雲嘉南以南因風速增強，局部地區將出現地表揚塵現象影響空氣品質，中部、雲嘉南及高屏空品區及馬祖、金門、澎湖為「橘色提醒」等級。\r3.23日持續受東北季風影響，中部以南位於下風處，污染物易累積，中部、雲嘉南及高屏空品區為「橘色提醒」等級；北部及竹苗空品區為「普通」等級;宜蘭以及花東空品區受降雨洗除作用為「良好」等級。\r4.24日持續受東北季風影響，中部以南位於下風處，污染物易累積，中部、雲嘉南及高屏空品區為「橘色提醒」等級；竹苗空品區為「普通」等級;北部、宜蘭及花東空品區受降雨洗除作用為「良好」等級。",宜蘭,細懸浮微粒,65,2018-11-22,,,2018-11-21 16:30
"1.今(21)日受偏東風影響，西半部地區位於背風側，擴散條件稍差。依15時監測結果，雲嘉南及高屏空品區為「橘色提醒(對敏感族群不健康)」等級，北部、竹苗、中部空品區、澎湖、金門及馬祖為「普通」等級，宜蘭及花東空品區為「良好」等級。\r2.依氣象局21日16時資料：22日鋒面通過及東北季風增強影響，預計上午開始東北季風可能挾帶境外污染物影響空氣品質，因傳輸過程可能有降雨沖刷，北部、竹苗、宜蘭以及花東空品區為「普通」等級；雲嘉南以南因風速增強，局部地區將出現地表揚塵現象影響空氣品質，中部、雲嘉南及高屏空品區及馬祖、金門、澎湖為「橘色提醒」等級。\r3.23日持續受東北季風影響，中部以南位於下風處，污染物易累積，中部、雲嘉南及高屏空品區為「橘色提醒」等級；北部及竹苗空品區為「普通」等級;宜蘭以及花東空品區受降雨洗除作用為「良好」等級。\r4.24日持續受東北季風影響，中部以南位於下風處，污染物易累積，中部、雲嘉南及高屏空品區為「橘色提醒」等級；竹苗空品區為「普通」等級;北部、宜蘭及花東空品區受降雨洗除作用為「良好」等級。",高屏,細懸浮微粒,150,2018-11-24,臭氧八小時,115,2018-11-21 16:30
